,Longitude,Latitude,Crime type
,-2.585253,51.465622,ABSO
,-2.588982,51.466763,ABSO
,-2.585253,51.465622,ABSO
,-2.588982,51.466763,ABSO
,-2.587198,51.465756,ABSO
,-2.588747,51.465272,Arson
,-2.588982,51.466763,Arson
,-2.585253,51.465622,Arson
,-2.588982,51.466763,Arson
,-2.588747,51.465272,Arson
,-2.58545,51.466395,Arson
,-2.588982,51.466763,Drugs
,-2.589527,51.465475,Other theft
,-2.584022,51.467292,Public order
,-2.588982,51.466763,Public order
,-2.584022,51.467292,Public order
,-2.588747,51.465272,Robbery
,-2.588747,51.465272,Mugging
,-2.588747,51.465272,Mugging
,-2.588747,51.465272,Vehicle crime
,-2.582644,51.466489,Vehicle crime
,-2.589162,51.466232,Sex Offence
,-2.588982,51.466763,Sex Offence
,-2.590923,51.466547,Sex Offence
,-2.589527,51.465475,Sex Offence
,-2.589527,51.465475,Sex Offence
,-2.589162,51.466232,Sex Offence
,-2.583438,51.460983,ABSO
,-2.590887,51.460433,ABSO
,-2.589013,51.461332,ABSO
,-2.584694,51.462415,ABSO
,-2.589013,51.461332,ABSO
,-2.587405,51.4617,ABSO
,-2.590887,51.460433,ABSO
,-2.590887,51.460433,ABSO
,-2.587405,51.4617,ABSO
,-2.583438,51.460983,ABSO
,-2.584859,51.461785,ABSO
,-2.58631,51.459332,ABSO
,-2.588974,51.459408,ABSO
,-2.584859,51.461785,ABSO
,-2.587405,51.4617,ABSO
,-2.587405,51.4617,ABSO
,-2.583438,51.460983,ABSO
,-2.584859,51.461785,ABSO
,-2.586507,51.46014,ABSO
,-2.587405,51.4617,ABSO
,-2.588974,51.459408,ABSO
,-2.590887,51.460433,ABSO
,-2.584859,51.461785,ABSO
,-2.584859,51.461785,ABSO
,-2.585817,51.461312,ABSO
,-2.587265,51.459723,ABSO
,-2.587405,51.4617,ABSO
,-2.586787,51.460642,Bike theft
,-2.586787,51.460642,Bike theft
,-2.586787,51.460642,Bike theft
,-2.58654,51.462658,Bike theft
,-2.589013,51.461332,Burglary
,-2.587405,51.4617,Burglary
,-2.58783,51.4623,Arson
,-2.590887,51.460433,Arson
,-2.58184,51.461,Drugs
,-2.58184,51.461,Other theft
,-2.590887,51.460433,Other theft
,-2.58184,51.461,Other theft
,-2.589013,51.461332,Other theft
,-2.586507,51.46014,Other theft
,-2.589013,51.461332,Other theft
,-2.586787,51.460642,Other theft
,-2.590887,51.460433,Other theft
,-2.58184,51.461,Other theft
,-2.590887,51.460433,Other theft
,-2.586787,51.460642,Other theft
,-2.589013,51.461332,Other theft
,-2.590887,51.460433,Other theft
,-2.589013,51.461332,Other theft
,-2.590887,51.460433,Other theft
,-2.589013,51.461332,Other theft
,-2.584859,51.461785,Public order
,-2.584694,51.462415,Public order
,-2.585514,51.460136,Robbery
,-2.589027,51.460235,Robbery
,-2.589013,51.461332,Robbery
,-2.589027,51.460235,Robbery
,-2.58631,51.459332,Shoplifting
,-2.58631,51.459332,Shoplifting
,-2.58631,51.459332,Shoplifting
,-2.58631,51.459332,Shoplifting
,-2.58631,51.459332,Shoplifting
,-2.58631,51.459332,Shoplifting
,-2.58631,51.459332,Shoplifting
,-2.58184,51.461,Shoplifting
,-2.586787,51.460642,Mugging
,-2.589013,51.461332,Mugging
,-2.589013,51.461332,Mugging
,-2.589013,51.461332,Mugging
,-2.589013,51.461332,Vehicle crime
,-2.58184,51.461,Vehicle crime
,-2.586787,51.460642,Vehicle crime
,-2.590887,51.460433,Sex Offence
,-2.58184,51.461,Sex Offence
,-2.586787,51.460642,Other crime
,-2.586787,51.460642,Other crime
,-2.586507,51.46014,Other crime
,-2.586735,51.464419,ABSO
,-2.590092,51.462433,ABSO
,-2.586796,51.463573,ABSO
,-2.590092,51.462433,ABSO
,-2.586796,51.463573,ABSO
,-2.590092,51.462433,ABSO
,-2.590092,51.462433,ABSO
,-2.588921,51.462025,ABSO
,-2.590092,51.462433,ABSO
,-2.590092,51.462433,ABSO
,-2.58547,51.463445,ABSO
,-2.586735,51.464419,ABSO
,-2.590092,51.462433,ABSO
,-2.590092,51.462433,ABSO
,-2.590092,51.462433,ABSO
,-2.586796,51.463573,ABSO
,-2.590092,51.462433,ABSO
,-2.588579,51.463421,ABSO
,-2.590092,51.462433,Bike theft
,-2.587105,51.464129,Bike theft
,-2.590092,51.462433,Bike theft
,-2.588579,51.463421,Burglary
,-2.586796,51.463573,Burglary
,-2.586735,51.464419,Arson
,-2.586735,51.464419,Arson
,-2.590092,51.462433,Other theft
,-2.590092,51.462433,Other theft
,-2.586735,51.464419,Other theft
,-2.590092,51.462433,Other theft
,-2.590092,51.462433,Other theft
,-2.590092,51.462433,Other theft
,-2.590092,51.462433,Other theft
,-2.588921,51.462025,Public order
,-2.590092,51.462433,Public order
,-2.590092,51.462433,Robbery
,-2.587155,51.463482,Robbery
,-2.590092,51.462433,Mugging
,-2.590092,51.462433,Mugging
,-2.587155,51.463482,Sex Offence
,-2.586735,51.464419,Sex Offence
,-2.58547,51.463445,Sex Offence
,-2.58162,51.464031,ABSO
,-2.584486,51.465275,ABSO
,-2.582589,51.464386,ABSO
,-2.583582,51.463239,ABSO
,-2.582589,51.464386,ABSO
,-2.582589,51.464386,ABSO
,-2.58162,51.464031,ABSO
,-2.583582,51.463239,ABSO
,-2.582589,51.464386,ABSO
,-2.582589,51.464386,ABSO
,-2.583582,51.463239,ABSO
,-2.582589,51.464386,ABSO
,-2.586019,51.464692,ABSO
,-2.583582,51.463239,ABSO
,-2.583582,51.463239,ABSO
,-2.585588,51.464766,ABSO
,-2.584486,51.465275,ABSO
,-2.584486,51.465275,ABSO
,-2.582589,51.464386,ABSO
,-2.583496,51.464399,ABSO
,-2.584198,51.464135,ABSO
,-2.583582,51.463239,ABSO
,-2.582589,51.464386,ABSO
,-2.582538,51.464907,ABSO
,-2.582589,51.464386,ABSO
,-2.584198,51.464135,ABSO
,-2.583496,51.464399,ABSO
,-2.584486,51.465275,Bike theft
,-2.582538,51.464907,Bike theft
,-2.582538,51.464907,Arson
,-2.582538,51.464907,Arson
,-2.582538,51.464907,Other theft
,-2.582538,51.464907,Sex Offence
,-2.582538,51.464907,Sex Offence
,-2.583496,51.464399,Sex Offence
,-2.593274,51.462498,ABSO
,-2.593274,51.462498,ABSO
,-2.601239,51.460695,ABSO
,-2.592736,51.463193,ABSO
,-2.593274,51.462498,ABSO
,-2.591922,51.46371,ABSO
,-2.593274,51.462498,ABSO
,-2.597428,51.463133,Burglary
,-2.593274,51.462498,Arson
,-2.59598,51.461396,Vehicle crime
,-2.601027,51.467512,Burglary
,-2.596467,51.466726,Burglary
,-2.596467,51.466726,Burglary
,-2.601866,51.465691,Arson
,-2.597052,51.467415,Other theft
,-2.602034,51.466409,Vehicle crime
,-2.602471,51.47004,Sex Offence
,-2.592541,51.468112,ABSO
,-2.596467,51.465575,ABSO
,-2.592174,51.467602,ABSO
,-2.593779,51.470381,ABSO
,-2.592541,51.468112,ABSO
,-2.595758,51.469732,ABSO
,-2.592078,51.466856,ABSO
,-2.595758,51.469732,ABSO
,-2.594972,51.466859,ABSO
,-2.592174,51.467602,ABSO
,-2.592174,51.467602,ABSO
,-2.592541,51.468112,ABSO
,-2.592541,51.468112,ABSO
,-2.593951,51.470299,Burglary
,-2.592078,51.466856,Arson
,-2.594241,51.469336,Other theft
,-2.594139,51.465928,Other theft
,-2.592541,51.468112,Other theft
,-2.593951,51.470299,Public order
,-2.593779,51.470381,Public order
,-2.593779,51.470381,Shoplifting
,-2.593779,51.470381,Shoplifting
,-2.592423,51.466791,Vehicle crime
,-2.593951,51.470299,Vehicle crime
,-2.592078,51.466856,Sex Offence
,-2.593779,51.470381,Sex Offence
,-2.592078,51.466856,Sex Offence
,-2.593951,51.470299,Sex Offence
,-2.592541,51.468112,Sex Offence
,-2.590766,51.457808,ABSO
,-2.592126,51.459419,ABSO
,-2.592126,51.459419,ABSO
,-2.591036,51.459713,ABSO
,-2.589044,51.458185,ABSO
,-2.592126,51.459419,ABSO
,-2.590979,51.45974,ABSO
,-2.586288,51.457659,ABSO
,-2.586288,51.457659,ABSO
,-2.592126,51.459419,ABSO
,-2.592126,51.459419,ABSO
,-2.58785,51.459306,ABSO
,-2.593385,51.461032,ABSO
,-2.59279,51.461835,ABSO
,-2.592126,51.459419,ABSO
,-2.589044,51.458185,ABSO
,-2.592126,51.459419,ABSO
,-2.58785,51.459306,ABSO
,-2.586288,51.457659,ABSO
,-2.592126,51.459419,ABSO
,-2.593287,51.460133,ABSO
,-2.591036,51.459713,ABSO
,-2.593287,51.460133,ABSO
,-2.594597,51.460207,ABSO
,-2.592126,51.459419,ABSO
,-2.589044,51.458185,ABSO
,-2.58785,51.459306,ABSO
,-2.590766,51.457808,ABSO
,-2.58785,51.459306,ABSO
,-2.592126,51.459419,ABSO
,-2.59279,51.461835,ABSO
,-2.590117,51.458818,ABSO
,-2.585284,51.456774,ABSO
,-2.58785,51.459306,ABSO
,-2.590766,51.457808,ABSO
,-2.58785,51.459306,ABSO
,-2.586288,51.457659,ABSO
,-2.586288,51.457659,ABSO
,-2.586288,51.457659,ABSO
,-2.589044,51.458185,ABSO
,-2.58785,51.459306,ABSO
,-2.591036,51.459713,ABSO
,-2.591036,51.459713,ABSO
,-2.59279,51.461835,ABSO
,-2.586288,51.457659,ABSO
,-2.592126,51.459419,ABSO
,-2.591036,51.459713,ABSO
,-2.58785,51.459306,ABSO
,-2.58785,51.459306,ABSO
,-2.589044,51.458185,ABSO
,-2.58785,51.459306,ABSO
,-2.586288,51.457659,ABSO
,-2.590766,51.457808,ABSO
,-2.590117,51.458818,Bike theft
,-2.586288,51.457659,Bike theft
,-2.591951,51.460382,Bike theft
,-2.593193,51.460655,Arson
,-2.592756,51.46143,Arson
,-2.590979,51.45974,Arson
,-2.585284,51.456774,Arson
,-2.592225,51.460372,Drugs
,-2.592126,51.459419,Other theft
,-2.586288,51.457659,Other theft
,-2.586288,51.457659,Other theft
,-2.586288,51.457659,Other theft
,-2.592126,51.459419,Other theft
,-2.592126,51.459419,Other theft
,-2.592126,51.459419,Other theft
,-2.592126,51.459419,Other theft
,-2.586288,51.457659,Other theft
,-2.586288,51.457659,Other theft
,-2.58785,51.459306,Other theft
,-2.586288,51.457659,Other theft
,-2.593193,51.460655,Public order
,-2.594597,51.460207,Public order
,-2.592126,51.459419,Public order
,-2.590766,51.457808,Public order
,-2.58785,51.459306,Public order
,-2.586288,51.457659,Shoplifting
,-2.590766,51.457808,Shoplifting
,-2.586288,51.457659,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.590766,51.457808,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.590117,51.458818,Shoplifting
,-2.586288,51.457659,Shoplifting
,-2.590117,51.458818,Shoplifting
,-2.590766,51.457808,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.590766,51.457808,Shoplifting
,-2.590117,51.458818,Shoplifting
,-2.590117,51.458818,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.592126,51.459419,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.58914,51.458913,Shoplifting
,-2.589044,51.458185,Shoplifting
,-2.590117,51.458818,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.589044,51.458185,Shoplifting
,-2.586288,51.457659,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.590117,51.458818,Shoplifting
,-2.586288,51.457659,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.590766,51.457808,Shoplifting
,-2.590766,51.457808,Shoplifting
,-2.590766,51.457808,Shoplifting
,-2.590117,51.458818,Shoplifting
,-2.590117,51.458818,Shoplifting
,-2.590117,51.458818,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.586288,51.457659,Shoplifting
,-2.586288,51.457659,Shoplifting
,-2.589044,51.458185,Shoplifting
,-2.592126,51.459419,Shoplifting
,-2.586288,51.457659,Shoplifting
,-2.586288,51.457659,Shoplifting
,-2.58785,51.459306,Shoplifting
,-2.586288,51.457659,Shoplifting
,-2.58914,51.458913,Shoplifting
,-2.586288,51.457659,Mugging
,-2.589044,51.458185,Mugging
,-2.586288,51.457659,Mugging
,-2.586288,51.457659,Mugging
,-2.586288,51.457659,Mugging
,-2.586288,51.457659,Sex Offence
,-2.593193,51.460655,Sex Offence
,-2.590117,51.458818,Sex Offence
,-2.593385,51.461032,Sex Offence
,-2.590117,51.458818,Sex Offence
,-2.58785,51.459306,Sex Offence
,-2.590766,51.457808,Sex Offence
,-2.592126,51.459419,Sex Offence
,-2.590117,51.458818,Sex Offence
,-2.590766,51.457808,Sex Offence
,-2.586288,51.457659,Sex Offence
,-2.592126,51.459419,Sex Offence
,-2.592126,51.459419,Sex Offence
,-2.593193,51.460655,Sex Offence
,-2.586288,51.457659,Sex Offence
,-2.591801,51.46211,ABSO
,-2.590909,51.46215,ABSO
,-2.590024,51.463818,ABSO
,-2.591801,51.46211,ABSO
,-2.591801,51.46211,ABSO
,-2.590909,51.46215,ABSO
,-2.591125,51.462149,ABSO
,-2.591125,51.462149,ABSO
,-2.590459,51.462989,ABSO
,-2.591801,51.46211,ABSO
,-2.590402,51.461892,ABSO
,-2.591801,51.46211,ABSO
,-2.591117,51.462626,ABSO
,-2.591125,51.462149,ABSO
,-2.590459,51.462989,ABSO
,-2.590024,51.463818,ABSO
,-2.591125,51.462149,ABSO
,-2.590024,51.463818,ABSO
,-2.591117,51.462626,ABSO
,-2.590024,51.463818,Bike theft
,-2.590024,51.463818,Bike theft
,-2.590459,51.462989,Bike theft
,-2.591801,51.46211,Burglary
,-2.590459,51.462989,Burglary
,-2.590459,51.462989,Burglary
,-2.591064,51.465251,Burglary
,-2.590024,51.463818,Burglary
,-2.591125,51.462149,Burglary
,-2.591125,51.462149,Arson
,-2.590402,51.461892,Arson
,-2.591801,51.46211,Other theft
,-2.590024,51.463818,Other theft
,-2.590402,51.461892,Other theft
,-2.590024,51.463818,Other theft
,-2.590459,51.462989,Other theft
,-2.590024,51.463818,Other theft
,-2.590402,51.461892,Other theft
,-2.591117,51.462626,Other theft
,-2.590909,51.46215,Other theft
,-2.590024,51.463818,Weapons 
,-2.591125,51.462149,Robbery
,-2.590402,51.461892,Robbery
,-2.591125,51.462149,Robbery
,-2.590024,51.463818,Robbery
,-2.590459,51.462989,Mugging
,-2.590459,51.462989,Mugging
,-2.590459,51.462989,Mugging
,-2.590024,51.463818,Mugging
,-2.591125,51.462149,Sex Offence
,-2.590024,51.463818,Sex Offence
,-2.591125,51.462149,Sex Offence
,-2.591125,51.462149,Sex Offence
,-2.590402,51.461892,Sex Offence
,-2.591125,51.462149,Sex Offence
,-2.590402,51.461892,Sex Offence
,-2.590402,51.461892,Sex Offence
,-2.590402,51.461892,Sex Offence
,-2.590402,51.461892,Sex Offence
,-2.590402,51.461892,Sex Offence
,-2.610775,51.459018,ABSO
,-2.610526,51.4641,ABSO
,-2.612712,51.458621,ABSO
,-2.610526,51.4641,Other theft
,-2.613957,51.460233,Robbery
,-2.610526,51.4641,Shoplifting
,-2.610526,51.4641,Shoplifting
,-2.610526,51.4641,Shoplifting
,-2.610526,51.4641,Shoplifting
,-2.610526,51.4641,Shoplifting
,-2.610526,51.4641,Sex Offence
,-2.610775,51.459018,Sex Offence
,-2.616457,51.462036,ABSO
,-2.616457,51.462036,ABSO
,-2.612618,51.462326,ABSO
,-2.618701,51.465082,Bike theft
,-2.616457,51.462036,Burglary
,-2.616457,51.462036,Public order
,-2.615037,51.463483,Vehicle crime
,-2.61192,51.460756,Sex Offence
,-2.612961,51.466434,ABSO
,-2.613516,51.464893,Bike theft
,-2.614731,51.469625,Bike theft
,-2.613222,51.467637,Bike theft
,-2.614731,51.469625,Arson
,-2.613222,51.467637,Arson
,-2.610894,51.464727,Other theft
,-2.612344,51.466572,Shoplifting
,-2.612628,51.467344,Shoplifting
,-2.609236,51.456949,ABSO
,-2.611042,51.458567,ABSO
,-2.608415,51.456935,ABSO
,-2.607963,51.456506,ABSO
,-2.61489,51.458961,ABSO
,-2.608492,51.45734,ABSO
,-2.607963,51.456506,ABSO
,-2.607963,51.456506,ABSO
,-2.607963,51.456506,ABSO
,-2.607963,51.456506,ABSO
,-2.610757,51.458811,ABSO
,-2.61571,51.456789,ABSO
,-2.611042,51.458567,ABSO
,-2.607963,51.456506,ABSO
,-2.613615,51.459417,ABSO
,-2.608492,51.45734,ABSO
,-2.608492,51.45734,ABSO
,-2.611042,51.458567,ABSO
,-2.607963,51.456506,ABSO
,-2.611042,51.458567,ABSO
,-2.608415,51.456935,Bike theft
,-2.607963,51.456506,Arson
,-2.607963,51.456506,Other theft
,-2.609731,51.458511,Other theft
,-2.613611,51.456953,Other theft
,-2.607963,51.456506,Other theft
,-2.609731,51.458511,Other theft
,-2.607963,51.456506,Mugging
,-2.607963,51.456506,Mugging
,-2.616146,51.458136,Vehicle crime
,-2.612373,51.456915,Vehicle crime
,-2.61489,51.458961,Sex Offence
,-2.607963,51.456506,Sex Offence
,-2.607963,51.456506,Sex Offence
,-2.61462,51.457047,Sex Offence
,-2.618952,51.467679,ABSO
,-2.616046,51.469933,Burglary
,-2.617949,51.468017,Arson
,-2.515626,51.465958,ABSO
,-2.515626,51.465958,ABSO
,-2.5142,51.46592,ABSO
,-2.515626,51.465958,ABSO
,-2.515626,51.465958,ABSO
,-2.512337,51.465307,Burglary
,-2.513417,51.464062,Other theft
,-2.515849,51.462738,Vehicle crime
,-2.514242,51.464454,Vehicle crime
,-2.515626,51.465958,Sex Offence
,-2.514173,51.462233,Sex Offence
,-2.526501,51.465298,ABSO
,-2.525828,51.465544,ABSO
,-2.525904,51.464627,ABSO
,-2.528125,51.466271,ABSO
,-2.521777,51.466336,Arson
,-2.526588,51.462798,Arson
,-2.526597,51.466107,Arson
,-2.528125,51.466271,Other theft
,-2.528125,51.466271,Other theft
,-2.528125,51.466271,Other theft
,-2.528125,51.466271,Public order
,-2.525235,51.464072,Vehicle crime
,-2.526501,51.465298,Sex Offence
,-2.518565,51.461063,ABSO
,-2.521871,51.46317,ABSO
,-2.525248,51.461474,Burglary
,-2.519201,51.462553,Arson
,-2.522543,51.46403,Arson
,-2.518435,51.459805,Other theft
,-2.522543,51.46403,Vehicle crime
,-2.518565,51.461063,Vehicle crime
,-2.522543,51.46403,Vehicle crime
,-2.52064,51.462501,Vehicle crime
,-2.52064,51.462501,Sex Offence
,-2.519201,51.462553,Sex Offence
,-2.52064,51.462501,Sex Offence
,-2.525885,51.457973,ABSO
,-2.525885,51.457973,ABSO
,-2.525885,51.457973,ABSO
,-2.520262,51.457162,Arson
,-2.521224,51.460754,Drugs
,-2.524854,51.458427,Sex Offence
,-2.523516,51.458505,Sex Offence
,-2.534397,51.462188,ABSO
,-2.537454,51.462668,ABSO
,-2.534212,51.458718,ABSO
,-2.53819,51.459149,ABSO
,-2.536208,51.460696,Burglary
,-2.534375,51.461522,Arson
,-2.536273,51.458915,Arson
,-2.534375,51.461522,Other theft
,-2.536673,51.462312,Other theft
,-2.534212,51.458718,Other theft
,-2.534375,51.461522,Other theft
,-2.534375,51.461522,Public order
,-2.534156,51.460076,Vehicle crime
,-2.536673,51.462312,Vehicle crime
,-2.534158,51.462647,Sex Offence
,-2.534375,51.461522,Sex Offence
,-2.536273,51.458915,Sex Offence
,-2.534212,51.458718,Sex Offence
,-2.537846,51.460463,ABSO
,-2.539466,51.461121,ABSO
,-2.543838,51.459644,ABSO
,-2.5434,51.461544,ABSO
,-2.5434,51.461544,ABSO
,-2.541539,51.459997,ABSO
,-2.540828,51.459497,ABSO
,-2.541539,51.459997,ABSO
,-2.540629,51.458454,ABSO
,-2.542943,51.459424,Burglary
,-2.542943,51.459424,Other theft
,-2.5434,51.461544,Public order
,-2.537846,51.460463,Public order
,-2.539466,51.461121,Public order
,-2.539207,51.458758,Sex Offence
,-2.539466,51.461121,Sex Offence
,-2.531223,51.465304,ABSO
,-2.533138,51.465358,ABSO
,-2.533103,51.463524,ABSO
,-2.533138,51.465358,ABSO
,-2.527546,51.463459,ABSO
,-2.530789,51.466322,ABSO
,-2.533103,51.463524,ABSO
,-2.533103,51.463524,ABSO
,-2.531223,51.465304,ABSO
,-2.530789,51.466322,ABSO
,-2.533138,51.465358,ABSO
,-2.533138,51.465358,ABSO
,-2.531223,51.465304,ABSO
,-2.528756,51.466044,ABSO
,-2.527086,51.463596,ABSO
,-2.530969,51.464523,Burglary
,-2.535713,51.466426,Burglary
,-2.528756,51.466044,Arson
,-2.528756,51.466044,Arson
,-2.535713,51.466426,Drugs
,-2.530969,51.464523,Public order
,-2.533103,51.463524,Vehicle crime
,-2.535953,51.464725,Sex Offence
,-2.530969,51.464523,Sex Offence
,-2.541838,51.46334,ABSO
,-2.540722,51.46393,ABSO
,-2.540722,51.46393,ABSO
,-2.540722,51.46393,ABSO
,-2.544791,51.463515,ABSO
,-2.535632,51.464358,ABSO
,-2.540388,51.462466,ABSO
,-2.540722,51.46393,ABSO
,-2.537021,51.463812,ABSO
,-2.540388,51.462466,ABSO
,-2.543575,51.464177,Arson
,-2.543063,51.462211,Arson
,-2.545773,51.46379,Vehicle crime
,-2.540388,51.462466,Vehicle crime
,-2.544791,51.463515,Sex Offence
,-2.532086,51.461542,ABSO
,-2.530689,51.461485,ABSO
,-2.527107,51.461591,ABSO
,-2.52552,51.460097,ABSO
,-2.530689,51.461485,ABSO
,-2.532253,51.461037,ABSO
,-2.52552,51.460097,ABSO
,-2.529581,51.460276,Other theft
,-2.528735,51.461737,Public order
,-2.530689,51.461485,Shoplifting
,-2.527107,51.461591,Shoplifting
,-2.527107,51.461591,Shoplifting
,-2.527107,51.461591,Shoplifting
,-2.529581,51.460276,Sex Offence
,-2.554643,51.462822,ABSO
,-2.557458,51.461127,ABSO
,-2.554643,51.462822,ABSO
,-2.557458,51.461127,ABSO
,-2.556342,51.46044,ABSO
,-2.559101,51.462459,ABSO
,-2.557458,51.461127,ABSO
,-2.559101,51.462459,ABSO
,-2.557693,51.460308,ABSO
,-2.558728,51.459008,ABSO
,-2.557458,51.461127,ABSO
,-2.556304,51.462077,ABSO
,-2.559101,51.462459,ABSO
,-2.558728,51.459008,ABSO
,-2.555281,51.459627,ABSO
,-2.557693,51.460308,Drugs
,-2.555281,51.459627,Other theft
,-2.557848,51.460001,Public order
,-2.557458,51.461127,Sex Offence
,-2.560554,51.457651,Sex Offence
,-2.555281,51.459627,Sex Offence
,-2.555294,51.460724,ABSO
,-2.555861,51.45877,ABSO
,-2.555861,51.45877,ABSO
,-2.555861,51.45877,ABSO
,-2.555509,51.458277,ABSO
,-2.554901,51.456751,ABSO
,-2.556134,51.461115,Bike theft
,-2.55442,51.460998,Burglary
,-2.557593,51.458033,Burglary
,-2.555509,51.458277,Burglary
,-2.55666,51.461733,Arson
,-2.558139,51.457941,Sex Offence
,-2.555509,51.458277,Sex Offence
,-2.557593,51.458033,Sex Offence
,-2.559595,51.456918,ABSO
,-2.55684,51.456481,ABSO
,-2.559595,51.456918,ABSO
,-2.55684,51.456481,ABSO
,-2.558433,51.457229,ABSO
,-2.562956,51.457576,ABSO
,-2.55684,51.456481,ABSO
,-2.55684,51.456481,ABSO
,-2.559595,51.456918,ABSO
,-2.55684,51.456481,ABSO
,-2.559595,51.456918,ABSO
,-2.562956,51.457576,ABSO
,-2.558757,51.457848,ABSO
,-2.558835,51.454853,ABSO
,-2.55684,51.456481,Vehicle crime
,-2.562956,51.457576,Sex Offence
,-2.556299,51.456978,Sex Offence
,-2.55982,51.456512,Sex Offence
,-2.548046,51.463617,ABSO
,-2.552094,51.459174,ABSO
,-2.55142,51.459339,ABSO
,-2.553482,51.459644,ABSO
,-2.552094,51.459174,ABSO
,-2.55142,51.459339,ABSO
,-2.550275,51.463472,ABSO
,-2.55142,51.459339,ABSO
,-2.549978,51.457916,ABSO
,-2.551273,51.461507,ABSO
,-2.554459,51.458336,ABSO
,-2.551795,51.457009,ABSO
,-2.549885,51.458582,ABSO
,-2.55142,51.459339,ABSO
,-2.549978,51.457916,Burglary
,-2.553482,51.459644,Burglary
,-2.550275,51.463472,Arson
,-2.552878,51.460888,Arson
,-2.553725,51.457126,Arson
,-2.550405,51.458751,Arson
,-2.552605,51.456187,Arson
,-2.552605,51.456187,Arson
,-2.552419,51.459865,Shoplifting
,-2.552419,51.459865,Shoplifting
,-2.553482,51.459644,Shoplifting
,-2.552419,51.459865,Shoplifting
,-2.552419,51.459865,Shoplifting
,-2.553482,51.459644,Shoplifting
,-2.552419,51.459865,Mugging
,-2.550275,51.463472,Vehicle crime
,-2.551273,51.461507,Vehicle crime
,-2.552419,51.459865,Sex Offence
,-2.552094,51.459174,Sex Offence
,-2.552605,51.456187,Sex Offence
,-2.55142,51.459339,Sex Offence
,-2.548046,51.463617,Sex Offence
,-2.548046,51.463617,Sex Offence
,-2.546298,51.461962,ABSO
,-2.546298,51.461962,ABSO
,-2.545543,51.459007,ABSO
,-2.54927,51.455339,ABSO
,-2.546879,51.458767,ABSO
,-2.546298,51.461962,ABSO
,-2.545543,51.459007,ABSO
,-2.543813,51.458709,ABSO
,-2.546298,51.461962,ABSO
,-2.543398,51.45774,Burglary
,-2.546219,51.458896,Arson
,-2.546879,51.458767,Arson
,-2.54927,51.455339,Public order
,-2.548816,51.459459,Robbery
,-2.546879,51.458767,Mugging
,-2.54801,51.463033,Vehicle crime
,-2.544494,51.459138,Vehicle crime
,-2.546879,51.458767,Vehicle crime
,-2.548816,51.459459,Sex Offence
,-2.54927,51.455339,Sex Offence
,-2.543362,51.460762,Sex Offence
,-2.62895,51.459839,ABSO
,-2.62895,51.459839,ABSO
,-2.623798,51.458824,Arson
,-2.621904,51.460299,Other theft
,-2.623495,51.462961,Mugging
,-2.618524,51.45521,ABSO
,-2.620993,51.461104,ABSO
,-2.620993,51.461104,ABSO
,-2.618192,51.456165,Arson
,-2.621874,51.45815,Vehicle crime
,-2.615103,51.45334,ABSO
,-2.617453,51.454766,ABSO
,-2.617453,51.454766,ABSO
,-2.617453,51.454766,ABSO
,-2.623121,51.455653,ABSO
,-2.615526,51.45483,Burglary
,-2.620284,51.454427,Shoplifting
,-2.618834,51.454714,Shoplifting
,-2.618792,51.453716,Vehicle crime
,-2.615103,51.45334,Sex Offence
,-2.621891,51.454104,ABSO
,-2.625669,51.453562,ABSO
,-2.624039,51.453256,Burglary
,-2.624039,51.453256,Burglary
,-2.62152,51.453252,Public order
,-2.624039,51.453256,Sex Offence
,-2.60688,51.461619,ABSO
,-2.607083,51.458516,ABSO
,-2.607083,51.458516,ABSO
,-2.601839,51.461429,Bike theft
,-2.602425,51.460023,Bike theft
,-2.602474,51.460473,Burglary
,-2.602425,51.460023,Burglary
,-2.601937,51.461213,Arson
,-2.605719,51.459881,Other theft
,-2.601839,51.461429,Shoplifting
,-2.601839,51.461429,Shoplifting
,-2.601839,51.461429,Shoplifting
,-2.601839,51.461429,Shoplifting
,-2.601839,51.461429,Shoplifting
,-2.607377,51.46221,Sex Offence
,-2.594267,51.449176,ABSO
,-2.594664,51.454281,ABSO
,-2.594664,51.454281,ABSO
,-2.597084,51.449989,ABSO
,-2.59613,51.454103,ABSO
,-2.593599,51.446464,ABSO
,-2.599052,51.455257,ABSO
,-2.589376,51.456017,ABSO
,-2.594351,51.453402,ABSO
,-2.594351,51.453402,ABSO
,-2.596796,51.453281,ABSO
,-2.593364,51.451653,ABSO
,-2.593364,51.451653,ABSO
,-2.597084,51.449989,ABSO
,-2.595682,51.453935,ABSO
,-2.59613,51.454103,ABSO
,-2.597084,51.449989,ABSO
,-2.594702,51.450514,ABSO
,-2.592415,51.457269,ABSO
,-2.595706,51.454681,ABSO
