,Longitude,Latitude,Crime type
,-2.728708,51.142566,Shoplifting
,-2.727018,51.143286,Shoplifting
,-2.727018,51.143286,Shoplifting
,-2.720859,51.147983,Sex Offence
,-2.731961,51.143058,Sex Offence
,-2.763483,51.189903,Arson
,-2.785948,51.171374,Other theft
,-2.819177,51.172252,Vehicle crime
,-2.763483,51.189903,Sex Offence
,-2.763483,51.189903,Sex Offence
,-2.763483,51.189903,Sex Offence
,-2.763483,51.189903,Sex Offence
,-2.763483,51.189903,Sex Offence
,-2.762031,51.166083,Other crime
,-2.761072,51.124357,Vehicle crime
,-2.741771,51.114743,ABSO
,-2.732264,51.123363,Burglary
,-2.731731,51.123097,Other theft
,-2.731731,51.123097,Other theft
,-2.731731,51.123097,Other theft
,-2.731731,51.123097,Other theft
,-2.731731,51.123097,Other theft
,-2.731731,51.123097,Other theft
,-2.731731,51.123097,Sex Offence
,-2.731731,51.123097,Sex Offence
,-2.747459,51.118411,ABSO
,-2.74362,51.113373,Bike theft
,-2.68181,51.098184,ABSO
,-2.655321,51.112508,ABSO
,-2.684524,51.098231,Mugging
,-2.582009,51.165976,ABSO
,-2.58946,51.169293,ABSO
,-2.549818,51.178226,ABSO
,-2.584138,51.163538,ABSO
,-2.577749,51.166168,Bike theft
,-2.555692,51.169485,Arson
,-2.619225,51.076403,Burglary
,-2.488863,51.120228,Burglary
,-2.619225,51.076403,Arson
,-2.619225,51.076403,Shoplifting
,-2.619225,51.076403,Shoplifting
,-2.571072,51.125772,Sex Offence
,-2.571072,51.125772,Sex Offence
,-2.744642,51.126279,ABSO
,-2.748173,51.123748,ABSO
,-2.750839,51.123344,ABSO
,-2.74084,51.126249,ABSO
,-2.74084,51.126249,ABSO
,-2.74084,51.126249,ABSO
,-2.748173,51.123748,ABSO
,-2.749415,51.128937,ABSO
,-2.74084,51.126249,ABSO
,-2.744682,51.1252,ABSO
,-2.743072,51.12548,ABSO
,-2.743072,51.12548,ABSO
,-2.744642,51.126279,ABSO
,-2.742614,51.129916,ABSO
,-2.73959,51.125799,Bike theft
,-2.740092,51.128619,Arson
,-2.741943,51.128167,Arson
,-2.740092,51.128619,Other theft
,-2.74084,51.126249,Other theft
,-2.736931,51.130249,Other theft
,-2.736931,51.130249,Public order
,-2.74084,51.126249,Shoplifting
,-2.740092,51.128619,Mugging
,-2.748173,51.123748,Sex Offence
,-2.743072,51.12548,Sex Offence
,-2.748173,51.123748,Sex Offence
,-2.748173,51.123748,Sex Offence
,-2.748173,51.123748,Sex Offence
,-2.748173,51.123748,Sex Offence
,-2.736931,51.130249,Sex Offence
,-2.730198,51.128286,Bike theft
,-2.729911,51.126408,Burglary
,-2.732482,51.129036,Arson
,-2.730146,51.127702,Other theft
,-2.731831,51.127646,Vehicle crime
,-2.755019,51.12731,ABSO
,-2.7454,51.130744,ABSO
,-2.747234,51.130174,ABSO
,-2.751616,51.128051,ABSO
,-2.751616,51.128051,ABSO
,-2.755019,51.12731,ABSO
,-2.744684,51.129795,Burglary
,-2.755019,51.12731,Other theft
,-2.755019,51.12731,Other theft
,-2.755019,51.12731,Public order
,-2.755019,51.12731,Public order
,-2.755019,51.12731,Shoplifting
,-2.755019,51.12731,Shoplifting
,-2.755019,51.12731,Shoplifting
,-2.755019,51.12731,Vehicle crime
,-2.748481,51.131272,Vehicle crime
,-2.755019,51.12731,Sex Offence
,-2.735466,51.127965,ABSO
,-2.741368,51.123521,ABSO
,-2.737899,51.12099,ABSO
,-2.741368,51.123521,ABSO
,-2.738265,51.126068,ABSO
,-2.741232,51.124835,ABSO
,-2.738265,51.126068,ABSO
,-2.734278,51.125122,ABSO
,-2.734278,51.125122,ABSO
,-2.741368,51.123521,Burglary
,-2.735466,51.127965,Arson
,-2.738265,51.126068,Arson
,-2.737371,51.127359,Other theft
,-2.738265,51.126068,Public order
,-2.738265,51.126068,Sex Offence
,-2.738265,51.126068,Sex Offence
,-2.74423,51.118459,ABSO
,-2.742659,51.121175,Arson
,-2.745276,51.122148,Arson
,-2.746456,51.122698,Sex Offence
,-2.366683,50.975182,Sex Offence
,-0.591157,53.480239,Arson
,-2.77286,51.490566,ABSO
,-2.77286,51.490566,ABSO
,-2.771027,51.488618,ABSO
,-2.770069,51.48733,ABSO
,-2.77286,51.490566,ABSO
,-2.769253,51.489331,Burglary
,-2.766886,51.488178,Vehicle crime
,-2.771216,51.49127,Sex Offence
,-2.771216,51.49127,Sex Offence
,-2.774941,51.48246,ABSO
,-2.77994,51.480871,ABSO
,-2.768717,51.481449,ABSO
,-2.777421,51.483523,ABSO
,-2.768717,51.481449,ABSO
,-2.768717,51.481449,ABSO
,-2.768717,51.481449,ABSO
,-2.774615,51.481932,ABSO
,-2.768717,51.481449,ABSO
,-2.774615,51.481932,Arson
,-2.778044,51.482035,Drugs
,-2.778044,51.482035,Public order
,-2.783033,51.482388,ABSO
,-2.783033,51.482388,ABSO
,-2.780253,51.48238,ABSO
,-2.779395,51.482727,ABSO
,-2.780253,51.48238,ABSO
,-2.77585,51.485997,ABSO
,-2.788082,51.482049,ABSO
,-2.780253,51.48238,ABSO
,-2.776121,51.485797,ABSO
,-2.785909,51.482981,ABSO
,-2.786029,51.482431,Burglary
,-2.783333,51.479743,Burglary
,-2.783333,51.479743,Burglary
,-2.785586,51.481805,Arson
,-2.788082,51.482049,Arson
,-2.781003,51.48242,Shoplifting
,-2.788082,51.482049,Vehicle crime
,-2.783759,51.479353,Vehicle crime
,-2.758708,51.492691,ABSO
,-2.758708,51.492691,Bike theft
,-2.758708,51.492691,Burglary
,-2.758829,51.492178,Burglary
,-2.758829,51.492178,Arson
,-2.758708,51.492691,Sex Offence
,-2.765951,51.487402,ABSO
,-2.762102,51.486348,ABSO
,-2.758663,51.489139,ABSO
,-2.756165,51.490495,ABSO
,-2.760668,51.487562,Burglary
,-2.764264,51.489858,Other theft
,-2.770839,51.483431,ABSO
,-2.768107,51.484546,ABSO
,-2.768985,51.486276,ABSO
,-2.768107,51.484546,ABSO
,-2.765926,51.485909,ABSO
,-2.764653,51.484686,ABSO
,-2.764653,51.484686,ABSO
,-2.764653,51.484686,ABSO
,-2.764653,51.484686,ABSO
,-2.764653,51.484686,ABSO
,-2.764653,51.484686,ABSO
,-2.773519,51.483513,Bike theft
,-2.769341,51.483423,Burglary
,-2.765926,51.485909,Other theft
,-2.767255,51.48269,Shoplifting
,-2.765926,51.485909,Shoplifting
,-2.766252,51.48214,Shoplifting
,-2.765926,51.485909,Shoplifting
,-2.764653,51.484686,Shoplifting
,-2.767255,51.48269,Shoplifting
,-2.764653,51.484686,Vehicle crime
,-2.764653,51.484686,Other crime
,-2.791501,51.484885,ABSO
,-2.796998,51.482177,ABSO
,-2.791501,51.484885,Other theft
,-2.801483,51.477624,ABSO
,-2.795516,51.478096,Other theft
,-2.811634,51.472726,Sex Offence
,-2.795669,51.47948,ABSO
,-2.764041,51.478225,ABSO
,-2.763892,51.476229,ABSO
,-2.761717,51.478797,ABSO
,-2.763463,51.477257,Arson
,-2.768261,51.473998,Arson
,-2.768261,51.473998,Arson
,-2.763463,51.477257,Public order
,-2.761305,51.480005,Sex Offence
,-2.761305,51.480005,Sex Offence
,-2.775725,51.476062,Arson
,-2.775725,51.476062,Arson
,-2.768257,51.480643,Public order
,-2.769974,51.47743,Sex Offence
,-2.760747,51.482769,ABSO
,-2.760747,51.482769,ABSO
,-2.758519,51.485625,ABSO
,-2.755861,51.485174,ABSO
,-2.755861,51.485174,ABSO
,-2.759306,51.483614,Other theft
,-2.753184,51.487008,Public order
,-2.759306,51.483614,Shoplifting
,-2.754974,51.48554,ABSO
,-2.754974,51.48554,ABSO
,-2.752102,51.486026,ABSO
,-2.754974,51.48554,ABSO
,-2.75379,51.484432,ABSO
,-2.752102,51.486026,Burglary
,-2.754974,51.48554,Arson
,-2.754642,51.478501,ABSO
,-2.655127,51.459444,ABSO
,-2.651343,51.457568,ABSO
,-2.629622,51.454243,ABSO
,-2.629622,51.454243,ABSO
,-2.679398,51.474187,Burglary
,-2.659073,51.469618,Arson
,-2.629622,51.454243,Arson
,-2.666104,51.459103,Vehicle crime
,-2.630567,51.450758,Vehicle crime
,-2.697925,51.478682,Burglary
,-2.693582,51.481,Burglary
,-2.698642,51.47473,Burglary
,-2.720272,51.489561,Vehicle crime
,-2.691247,51.478901,ABSO
,-2.686598,51.480035,ABSO
,-2.686598,51.480035,ABSO
,-2.685012,51.480862,ABSO
,-2.685649,51.482018,ABSO
,-2.686226,51.481161,Arson
,-2.686238,51.48099,Shoplifting
,-2.686238,51.48099,Shoplifting
,-2.686238,51.48099,Shoplifting
,-2.684232,51.480705,ABSO
,-2.684369,51.479274,ABSO
,-2.684386,51.476523,ABSO
,-2.676716,51.477817,ABSO
,-2.683348,51.478426,Arson
,-2.676225,51.475806,Arson
,-2.685105,51.476501,Arson
,-2.684369,51.479274,Shoplifting
,-2.837801,51.447077,ABSO
,-2.837801,51.447077,ABSO
,-2.837801,51.447077,ABSO
,-2.837801,51.447077,ABSO
,-2.844022,51.438778,ABSO
,-2.829966,51.439589,ABSO
,-2.840082,51.439687,ABSO
,-2.844408,51.437831,ABSO
,-2.837801,51.447077,ABSO
,-2.837801,51.447077,ABSO
,-2.837801,51.447077,ABSO
,-2.842043,51.444574,Burglary
,-2.840082,51.439687,Burglary
,-2.842836,51.442347,Arson
,-2.840082,51.439687,Other theft
,-2.840082,51.439687,Shoplifting
,-2.840082,51.439687,Shoplifting
,-2.840082,51.439687,Shoplifting
,-2.860347,51.44311,ABSO
,-2.860807,51.443844,ABSO
,-2.856139,51.442754,Burglary
,-2.854187,51.4407,Burglary
,-2.852436,51.437881,Arson
,-2.858968,51.444019,Other theft
,-2.860807,51.443844,Vehicle crime
,-2.85733,51.441846,Sex Offence
,-2.860347,51.44311,Sex Offence
,-2.852251,51.451082,ABSO
,-2.852251,51.451082,ABSO
,-2.843575,51.449625,Other theft
,-2.846974,51.451336,Other theft
,-2.845914,51.44228,Burglary
,-2.849854,51.443681,Public order
,-2.643497,51.451236,ABSO
,-2.665406,51.442751,Burglary
,-2.641208,51.453272,Burglary
,-2.662909,51.431328,Burglary
,-2.660532,51.432052,Arson
,-2.641208,51.453272,Vehicle crime
,-2.641208,51.453272,Vehicle crime
,-2.65734,51.432169,ABSO
,-2.653071,51.432381,ABSO
,-2.652555,51.430469,ABSO
,-2.644003,51.436064,ABSO
,-2.653071,51.432381,ABSO
,-2.650743,51.430506,Burglary
,-2.654668,51.430394,Burglary
,-2.650743,51.430506,Burglary
,-2.653071,51.432381,Burglary
,-2.650743,51.430506,Burglary
,-2.653071,51.432381,Arson
,-2.644003,51.436064,Shoplifting
,-2.646325,51.436519,Vehicle crime
,-2.652555,51.430469,Sex Offence
,-2.667293,51.428138,ABSO
,-2.67207,51.422347,ABSO
,-2.666151,51.428702,ABSO
,-2.666151,51.428702,ABSO
,-2.667293,51.428138,Burglary
,-2.667293,51.428138,Burglary
,-2.652724,51.425217,Other theft
,-2.67207,51.422347,Other theft
,-2.67207,51.422347,Weapons 
,-2.666151,51.428702,Shoplifting
,-2.666151,51.428702,Shoplifting
,-2.667637,51.42801,Vehicle crime
,-2.666151,51.428702,Sex Offence
,-2.672696,51.425814,Sex Offence
,-2.670746,51.429135,Sex Offence
,-2.695405,51.458816,Burglary
,-2.746889,51.43843,Other theft
,-2.704829,51.460459,Other theft
,-2.746889,51.43843,Other theft
,-2.748959,51.486702,ABSO
,-2.750939,51.483605,ABSO
,-2.720206,51.480795,ABSO
,-2.743323,51.487278,ABSO
,-2.743379,51.465041,Other theft
,-2.707943,51.477507,Other theft
,-2.707943,51.477507,Other theft
,-2.707943,51.477507,Other theft
,-2.707943,51.477507,Other theft
,-2.707943,51.477507,Other theft
,-2.707943,51.477507,Other theft
,-2.707943,51.477507,Other theft
,-2.707943,51.477507,Other theft
,-2.707943,51.477507,Shoplifting
,-2.720694,51.47341,Vehicle crime
,-2.759454,51.464758,Burglary
,-2.794882,51.46482,Vehicle crime
,-2.776023,51.444418,Sex Offence
,-2.852642,51.435766,ABSO
,-2.8524,51.436694,ABSO
,-2.852642,51.435766,ABSO
,-2.852642,51.435766,ABSO
,-2.852642,51.435766,ABSO
,-2.853304,51.436589,ABSO
,-2.861206,51.433734,ABSO
,-2.856414,51.436728,ABSO
,-2.855927,51.435284,ABSO
,-2.852349,51.434752,Bike theft
,-2.853304,51.436589,Arson
,-2.861206,51.433734,Arson
,-2.861206,51.433734,Arson
,-2.8524,51.436694,Arson
,-2.852349,51.434752,Other theft
,-2.852642,51.435766,Public order
,-2.852349,51.434752,Public order
,-2.857718,51.433364,Public order
,-2.8524,51.436694,Vehicle crime
,-2.852349,51.434752,Sex Offence
,-2.854707,51.434654,ABSO
,-2.853736,51.433483,ABSO
,-2.859384,51.432435,Drugs
,-2.847824,51.432771,Drugs
,-2.849102,51.4342,Sex Offence
,-2.859384,51.432435,Sex Offence
,-2.849102,51.4342,Sex Offence
,-2.859384,51.432435,Sex Offence
,-2.84607,51.436695,ABSO
,-2.850778,51.436904,ABSO
,-2.850778,51.436904,ABSO
,-2.839266,51.43598,ABSO
,-2.84552,51.434199,ABSO
,-2.843605,51.43486,Sex Offence
,-2.869053,51.434081,ABSO
,-2.86381,51.439074,ABSO
,-2.867468,51.434686,ABSO
,-2.85959,51.439582,ABSO
,-2.85959,51.439582,ABSO
,-2.857523,51.440631,Shoplifting
,-2.857523,51.440631,Shoplifting
,-2.857523,51.440631,Shoplifting
,-2.869053,51.434081,Sex Offence
,-2.870043,51.431682,ABSO
,-2.86573,51.43255,ABSO
,-2.863056,51.434188,ABSO
,-2.870043,51.431682,ABSO
,-2.864022,51.431232,Burglary
,-2.865377,51.433695,Burglary
,-2.86573,51.43255,Arson
,-2.868333,51.431766,Sex Offence
,-2.755419,51.43486,ABSO
,-2.760343,51.436869,ABSO
,-2.758207,51.433861,ABSO
,-2.758618,51.432582,ABSO
,-2.758207,51.433861,ABSO
,-2.758207,51.433861,ABSO
,-2.758207,51.433861,ABSO
,-2.758207,51.433861,ABSO
,-2.760969,51.437314,Drugs
,-2.758618,51.432582,Other theft
,-2.759511,51.435238,Other theft
,-2.758366,51.434742,Other theft
,-2.758618,51.432582,Other theft
,-2.758366,51.434742,Other theft
,-2.758366,51.434742,Public order
,-2.758207,51.433861,Public order
,-2.758366,51.434742,Shoplifting
,-2.758618,51.432582,Sex Offence
,-2.758618,51.432582,Sex Offence
,-2.758618,51.432582,Sex Offence
,-2.755847,51.433769,Sex Offence
,-2.758618,51.432582,Sex Offence
,-2.757278,51.4342,Sex Offence
,-2.758618,51.432582,Sex Offence
,-2.755847,51.433769,Sex Offence
,-2.758453,51.437421,Sex Offence
,-2.755847,51.433769,Sex Offence
,-2.760343,51.436869,Sex Offence
,-2.761028,51.433915,ABSO
,-2.764084,51.434282,ABSO
,-2.772102,51.432044,ABSO
,-2.768778,51.431958,ABSO
,-2.762004,51.436399,ABSO
,-2.765074,51.432432,ABSO
,-2.765074,51.432432,ABSO
,-2.768778,51.431958,Arson
,-2.759751,51.434103,Shoplifting
,-2.764339,51.435809,ABSO
,-2.770359,51.434457,Arson
,-2.774457,51.431822,Arson
,-2.774457,51.431822,Sex Offence
,-2.775336,51.43018,ABSO
,-2.775231,51.427384,ABSO
,-2.77792,51.42903,Sex Offence
,-2.758531,51.431656,ABSO
,-2.767894,51.429878,Arson
,-2.767894,51.429878,Arson
,-2.772288,51.425164,ABSO
,-2.776125,51.421551,Burglary
,-2.742569,51.430212,ABSO
,-2.742519,51.429799,ABSO
,-2.745213,51.43096,ABSO
,-2.745213,51.43096,Public order
,-2.752767,51.430201,ABSO
,-2.752767,51.430201,Burglary
,-2.752767,51.430201,Burglary
,-2.768799,51.424666,ABSO
,-2.768799,51.424666,ABSO
,-2.768799,51.424666,ABSO
,-2.768184,51.425731,Shoplifting
,-2.761947,51.426896,Sex Offence
,-2.757102,51.424427,ABSO
,-2.757102,51.424427,ABSO
,-2.758635,51.424966,Public order
,-2.757115,51.433059,Shoplifting
,-2.752905,51.424571,Vehicle crime
,-2.752905,51.424571,Sex Offence
,-2.747286,51.434588,ABSO
,-2.749415,51.433666,ABSO
,-2.75376,51.433728,ABSO
,-2.747711,51.435026,ABSO
,-2.746965,51.435166,ABSO
,-2.751942,51.435152,ABSO
,-2.749415,51.433666,ABSO
,-2.756113,51.434226,Shoplifting
,-2.849798,51.426741,ABSO
,-2.849798,51.426741,ABSO
,-2.844577,51.432183,ABSO
,-2.847435,51.426506,ABSO
,-2.842653,51.432403,Arson
,-2.842653,51.432403,Arson
,-2.847452,51.42977,Sex Offence
,-2.864038,51.429029,Bike theft
,-2.868247,51.427208,Sex Offence
,-2.85958,51.427569,ABSO
,-2.85958,51.427569,Arson
,-2.861984,51.430734,Arson
,-2.861984,51.430734,Arson
,-2.860958,51.42817,Other theft
,-2.860958,51.42817,Public order
,-2.853689,51.430993,ABSO
,-2.855007,51.426083,ABSO
,-2.85814,51.429791,ABSO
,-2.85814,51.429791,ABSO
,-2.857547,51.431118,ABSO
,-2.855602,51.43097,ABSO
,-2.857547,51.431118,Arson
,-2.859557,51.428621,Arson
,-2.856627,51.428085,Other theft
,-2.854677,51.42845,Shoplifting
,-2.856627,51.428085,Sex Offence
,-2.854677,51.42845,Sex Offence
,-2.738937,51.411982,Bike theft
,-2.738706,51.414591,Burglary
,-2.738706,51.414591,Other theft
,-2.743959,51.413946,Sex Offence
,-2.748603,51.417459,ABSO
,-2.746329,51.419119,Burglary
,-2.745857,51.416596,Burglary
,-2.743165,51.412881,Shoplifting
,-2.752105,51.402169,Burglary
,-2.709706,51.391589,Burglary
,-2.725224,51.419504,ABSO
,-2.725472,51.418801,ABSO
,-2.679775,51.410443,ABSO
,-2.725224,51.419504,ABSO
,-2.725224,51.419504,Vehicle crime
,-2.809955,51.383548,ABSO
,-2.783942,51.386701,ABSO
,-2.809955,51.383548,ABSO
,-2.77843,51.38458,ABSO
,-2.808373,51.383496,Arson
,-2.808373,51.383496,Arson
,-2.808373,51.383496,Other theft
,-2.811878,51.381772,Other theft
,-2.778121,51.390058,Vehicle crime
,-2.78796,51.38555,Sex Offence
,-2.784762,51.387604,ABSO
,-2.804357,51.395402,Burglary
,-2.828758,51.394305,Public order
,-2.788157,51.393641,Vehicle crime
,-2.824169,51.390894,ABSO
,-2.812528,51.385229,Bike theft
,-2.81325,51.384595,Burglary
,-2.817484,51.385123,Arson
,-2.814631,51.385503,Arson
,-2.817484,51.385123,Arson
,-2.81325,51.384595,Robbery
,-2.81325,51.384595,Robbery
,-2.81325,51.384595,Sex Offence
,-2.838744,51.417694,ABSO
,-2.832091,51.39581,ABSO
,-2.838744,51.417694,ABSO
,-2.838744,51.417694,ABSO
,-2.832091,51.39581,Burglary
,-2.833237,51.392394,Arson
,-2.849445,51.42241,Arson
,-2.827152,51.391295,Other theft
,-2.819155,51.386937,Shoplifting
,-2.819155,51.386937,Shoplifting
,-2.819155,51.386937,Shoplifting
,-2.825116,51.390815,Sex Offence
,-2.822146,51.388642,Sex Offence
,-2.813912,51.383035,ABSO
,-2.813912,51.383035,ABSO
,-2.822195,51.38661,Burglary
,-2.822195,51.38661,Burglary
,-2.823904,51.384107,Burglary
,-2.663651,51.388209,ABSO
,-2.640037,51.404552,ABSO
,-2.641025,51.414519,ABSO
,-2.641025,51.414519,ABSO
,-2.603367,51.39393,ABSO
,-2.640037,51.404552,ABSO
,-2.641025,51.414519,ABSO
,-2.641025,51.414519,ABSO
,-2.623053,51.403061,Burglary
,-2.66171,51.382186,Burglary
,-2.641025,51.414519,Arson
,-2.661698,51.382348,Arson
,-2.641025,51.414519,Arson
,-2.640037,51.404552,Arson
,-2.636861,51.399462,Drugs
,-2.636861,51.399462,Drugs
,-2.649167,51.409672,Other theft
,-2.663651,51.388209,Other theft
,-2.639755,51.39567,Other theft
,-2.640037,51.404552,Vehicle crime
,-2.639755,51.39567,Other crime
,-2.6802,51.386747,ABSO
,-2.658086,51.359898,ABSO
,-2.758234,51.360695,Arson
,-2.764108,51.358948,Sex Offence
,-2.762468,51.35797,Sex Offence
,-2.724849,51.366733,ABSO
,-2.712932,51.371707,ABSO
,-2.703315,51.385352,ABSO
,-2.715457,51.389882,ABSO
,-2.697755,51.350488,ABSO
,-2.724849,51.366733,ABSO
,-2.771498,51.366282,Burglary
,-2.723741,51.365661,Burglary
,-2.71285,51.385851,Arson
,-2.69567,51.354106,Arson
,-2.700616,51.374227,Drugs
,-2.71285,51.385851,Drugs
,-2.71285,51.385851,Other theft
,-2.71285,51.385851,Other theft
,-2.699181,51.350749,Other theft
,-2.703315,51.385352,Other theft
,-2.71285,51.385851,Other theft
,-2.71285,51.385851,Public order
,-2.71285,51.385851,Shoplifting
,-2.71285,51.385851,Vehicle crime
,-2.754561,51.36445,Vehicle crime
,-2.71285,51.385851,Sex Offence
,-2.700906,51.367823,Sex Offence
,-2.715482,51.369407,Sex Offence
,-2.808356,51.371905,ABSO
,-2.761991,51.377638,ABSO
,-2.808356,51.371905,ABSO
,-2.800311,51.375198,ABSO
,-2.805204,51.378122,Burglary
,-2.810895,51.380646,Burglary
,-2.805204,51.378122,Burglary
,-2.792607,51.370035,Burglary
,-2.810895,51.380646,Burglary
,-2.810895,51.380646,Burglary
,-2.808356,51.371905,Arson
,-2.804896,51.36711,Vehicle crime
,-2.819495,51.371432,ABSO
,-2.819495,51.371432,ABSO
,-2.812898,51.366389,ABSO
,-2.819495,51.371432,ABSO
,-2.810189,51.376452,Burglary
,-2.810065,51.370275,Arson
,-2.838598,51.376701,Arson
,-2.808577,51.369773,Arson
,-2.823403,51.37225,Other theft
,-2.808577,51.369773,Sex Offence
,-2.810189,51.376452,Sex Offence
,-2.813636,51.371563,Sex Offence
,-2.804788,51.362623,Sex Offence
,-2.915673,51.376286,ABSO
,-2.858216,51.376244,Arson
,-2.865165,51.366104,Other theft
,-2.852591,51.365792,Other theft
,-2.954294,51.366626,ABSO
,-2.950507,51.366225,Arson
,-2.93268,51.369012,Arson
,-2.960307,51.367045,Other theft
,-2.965237,51.364468,Other theft
,-2.93268,51.369012,Sex Offence
,-2.912363,51.373821,ABSO
,-2.911928,51.372943,ABSO
,-2.913349,51.372842,Arson
,-2.911726,51.371452,Sex Offence
,-2.912345,51.370063,Sex Offence
,-2.911726,51.371452,Sex Offence
,-2.909488,51.369419,ABSO
,-2.909488,51.369419,ABSO
,-2.90838,51.367144,ABSO
,-2.909488,51.369419,Sex Offence
,-2.909488,51.369419,Sex Offence
,-2.926611,51.369375,Other theft
,-2.919371,51.366501,Sex Offence
,-2.920653,51.365978,Sex Offence
,-2.909549,51.360895,ABSO
,-2.912824,51.368135,ABSO
,-2.911694,51.364025,ABSO
,-2.91396,51.369609,ABSO
,-2.911848,51.365292,ABSO
,-2.911848,51.365292,ABSO
,-2.908663,51.365487,ABSO
,-2.916602,51.367413,ABSO
,-2.911848,51.365292,ABSO
,-2.91505,51.368801,Arson
,-2.911694,51.364025,Arson
,-2.911848,51.365292,Arson
,-2.909549,51.360895,Other theft
,-2.911694,51.364025,Sex Offence
,-2.909549,51.360895,Sex Offence
,-2.91678,51.364102,ABSO
,-2.91678,51.364102,ABSO
,-2.91678,51.364102,ABSO
,-2.91678,51.364102,ABSO
,-2.916153,51.365069,ABSO
,-2.913365,51.364974,ABSO
,-2.916153,51.365069,ABSO
,-2.91678,51.364102,Arson
,-2.91678,51.364102,Arson
,-2.915197,51.366839,Drugs
,-2.915197,51.366839,Drugs
,-2.917321,51.366022,Other theft
,-2.916153,51.365069,Vehicle crime
,-2.91678,51.364102,Sex Offence
,-2.92806,51.362871,Arson
,-2.925176,51.36017,ABSO
,-2.926725,51.360796,ABSO
,-2.93062,51.360216,ABSO
,-2.93062,51.360216,Drugs
,-2.934551,51.35648,Other theft
,-2.93062,51.360216,Other theft
,-2.934551,51.35648,Public order
,-2.933992,51.356539,Shoplifting
,-2.934551,51.35648,Sex Offence
,-2.934551,51.35648,Sex Offence
,-2.928164,51.361648,Sex Offence
,-2.928164,51.361648,Sex Offence
,-2.915426,51.36102,ABSO
,-2.919134,51.359723,ABSO
,-2.914536,51.362501,ABSO
,-2.919134,51.359723,ABSO
,-2.916264,51.362695,ABSO
,-2.919134,51.359723,Arson
,-2.919134,51.359723,Arson
,-2.919325,51.362068,Arson
,-2.919134,51.359723,Sex Offence
,-2.919134,51.359723,Sex Offence
,-2.919134,51.359723,Sex Offence
,-2.919636,51.36113,Sex Offence
,-2.923278,51.357208,ABSO
,-2.921887,51.358065,ABSO
,-2.91479,51.35652,ABSO
,-2.921581,51.360684,ABSO
,-2.913372,51.356702,ABSO
,-2.91479,51.35652,Burglary
,-2.91479,51.35652,Arson
,-2.921581,51.360684,Sex Offence
,-2.919016,51.355237,Sex Offence
,-2.927565,51.354045,ABSO
,-2.927729,51.352893,Burglary
,-2.927565,51.354045,Arson
,-2.927565,51.354045,Other theft
,-2.927565,51.354045,Other theft
,-2.926578,51.352084,ABSO
,-2.930273,51.353008,ABSO
,-2.931898,51.35241,ABSO
,-2.926578,51.352084,ABSO
,-2.926578,51.352084,Arson
,-2.929408,51.353545,Arson
,-2.931898,51.35241,Robbery
,-2.941817,51.352241,ABSO
,-2.942259,51.352094,ABSO
,-2.939631,51.349948,ABSO
,-2.942265,51.353766,ABSO
,-2.939631,51.349948,ABSO
,-2.938667,51.350576,Burglary
,-2.942142,51.347778,Vehicle crime
,-2.950365,51.350347,ABSO
,-2.950162,51.349512,ABSO
,-2.944583,51.353361,ABSO
,-2.950365,51.350347,ABSO
,-2.94885,51.34928,Burglary
,-2.950501,51.352054,Arson
,-2.953826,51.351038,Other theft
,-2.944583,51.353361,Other theft
,-2.953826,51.351038,Sex Offence
,-2.951481,51.349447,Sex Offence
,-2.953826,51.351038,Sex Offence
,-2.951063,51.35766,ABSO
,-2.951063,51.35766,Other theft
,-2.947667,51.354586,Public order
,-2.951063,51.35766,Vehicle crime
,-2.951063,51.35766,Vehicle crime
,-2.947673,51.356942,Vehicle crime
,-2.939648,51.354291,ABSO
,-2.936997,51.355283,Burglary
,-2.938184,51.353664,Arson
,-2.946063,51.35477,Other theft
,-2.943087,51.35465,Vehicle crime
,-2.939123,51.353207,Sex Offence
,-2.939123,51.353207,Sex Offence
,-2.939123,51.353207,Sex Offence
,-2.953889,51.356837,ABSO
,-2.962842,51.363939,ABSO
,-2.941349,51.359519,ABSO
,-2.948395,51.357826,Burglary
,-2.936551,51.362309,Arson
,-2.936856,51.358251,Arson
,-2.99147,51.354016,ABSO
,-2.988235,51.353828,ABSO
,-2.992492,51.354142,ABSO
,-2.992492,51.354142,ABSO
,-2.992492,51.354142,ABSO
,-2.992492,51.354142,ABSO
,-2.992492,51.354142,ABSO
,-2.992492,51.354142,ABSO
,-2.992492,51.354142,ABSO
,-2.990307,51.354665,ABSO
,-2.992165,51.354928,ABSO
,-2.99147,51.354016,ABSO
,-2.987649,51.353293,Robbery
,-2.987649,51.353293,Mugging
,-2.978401,51.352642,ABSO
,-2.986219,51.352892,ABSO
,-2.982767,51.353325,ABSO
,-2.978401,51.352642,ABSO
,-2.98554,51.3527,ABSO
,-2.986281,51.353098,ABSO
,-2.98554,51.3527,ABSO
,-2.986219,51.352892,ABSO
,-2.986219,51.352892,ABSO
,-2.986281,51.353098,ABSO
,-2.982658,51.352274,ABSO
,-2.984251,51.354239,Burglary
,-2.984759,51.353794,Arson
,-2.984759,51.353794,Arson
,-2.985287,51.354986,Other theft
,-2.982658,51.352274,Other theft
,-2.985287,51.354986,Vehicle crime
,-2.98554,51.3527,Sex Offence
,-2.981182,51.351729,Sex Offence
,-2.98554,51.3527,Sex Offence
,-2.982715,51.352894,Sex Offence
,-2.98554,51.3527,Sex Offence
